"idnum","child_attend_kindergarten","povstatus","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1","c_neat_work_w3","c_curious_w3","c_interest_w3","f_youth_cor_w3","m_youth_cor_w3","f_quit_w4","m_quit_w4","father_fin_security_w234","mother_fin_security_w2345","hs_avg_score","child_edu_level","fparents_edustatus_w2345","mparents_edustatus_w2345"
119,"yes","low-income",3,2,"Just enough","Not enough","Male","No","At least one parent attended college","black","black","Yes","No","No",24,19,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Completed high school","Neither parent attended college","Neither parent attended college"
120,"no","high-income",7,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",39,34,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",NA,NA,"At least one parent attended college","At least one parent attended college"
121,"yes","high-income",NA,NA,NA,"Some","Female","No","Neither parent attended college","black","black",NA,"No",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA
122,"yes","low-income",NA,5,"Some","Just enough","Female","No","At least one parent attended college",NA,"black","No","No","No",33,37,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",4,"Some college, tech","Neither parent attended college","Neither parent attended college"
123,"yes","low-income",NA,NA,"Not enough","Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",18,19,NA,NA,"Not true",NA,NA,NA,NA,NA,"No",1.75,"Less than high school",NA,"Neither parent attended college"
124,"yes","high-income",NA,NA,"Some","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",18,18,NA,NA,"Not true","no",NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
125,"yes","high-income",8,8,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",32,34,NA,NA,"Not true",NA,NA,"no",NA,"No","No",2,"Some college, tech","Neither parent attended college","At least one parent attended college"
126,"yes","high-income",NA,6,NA,"Not enough","Male","No","Neither parent attended college","black","black","Yes","No",NA,21,NA,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",1.75,"Less than high school","Neither parent attended college","Neither parent attended college"
127,NA,"low-income",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","hispanic","hispanic","Yes","Yes",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,"Neither parent attended college"
128,"yes","high-income",NA,8,"Some","Just enough","Female","Yes","Neither parent attended college","black","black","Yes","No","No",32,40,NA,NA,"Not true","no","no",NA,NA,"No","No",2,NA,"Neither parent attended college","At least one parent attended college"
129,"yes","high-income",7,3,"Some","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",30,31,NA,NA,NA,NA,NA,NA,NA,"Yes","No",2.5,"Completed high school","Neither parent attended college","Neither parent attended college"
130,"no","high-income",7,7,"Just enough","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",24,22,NA,NA,NA,NA,NA,NA,NA,"No","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
131,"no","low-income",NA,1,NA,"Just enough","Female","No","Neither parent attended college","black","black","Yes","No",NA,22,NA,NA,NA,"Somewhat or sometimes true",NA,NA,NA,"no",NA,"Yes",1,NA,"Neither parent attended college","Neither parent attended college"
132,"yes","low-income",3,NA,"Just enough",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,23,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2.5,"Less than high school",NA,"Neither parent attended college"
133,"yes","low-income",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,25,NA,NA,NA,"Very true or often true",NA,NA,NA,NA,NA,"Yes",3.5,"Some college, tech",NA,"Neither parent attended college"
134,"yes","high-income",7,7,"Some",NA,"Female","No","At least one parent attended college","black","black",NA,NA,"No",27,30,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"No","No",NA,"Completed college/grad","At least one parent attended college","At least one parent attended college"
135,NA,"high-income",NA,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",26,29,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"At least one parent attended college","At least one parent attended college"
136,"yes","high-income",NA,7,NA,"Some","Male","No","At least one parent attended college","black","black","No","No",NA,26,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","No",2.5,NA,"At least one parent attended college","At least one parent attended college"
137,"yes","high-income",NA,8,NA,"Some","Male","No","At least one parent attended college","white","white",NA,"No",NA,32,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",NA,NA,"At least one parent attended college","At least one parent attended college"
138,"yes","high-income",9,8,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",32,30,NA,NA,NA,NA,NA,NA,NA,"No","Yes",2,NA,"At least one parent attended college","Neither parent attended college"
139,"yes","low-income",3,2,"Some","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",20,21,NA,NA,"Not true","no",NA,NA,NA,"Yes","Yes",2.75,"Some college, tech","Neither parent attended college","Neither parent attended college"
140,"yes","high-income",NA,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",19,19,NA,NA,"Not true","yes",NA,NA,NA,"Yes","Yes",1.5,"Completed high school","Neither parent attended college","Neither parent attended college"
141,"yes","high-income",9,9,"Some",NA,"Male","No","At least one parent attended college","white","white",NA,NA,"No",32,36,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"No","No",4,"Completed college/grad","At least one parent attended college","At least one parent attended college"
142,NA,"low-income",NA,1,NA,"Just enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,"Some college, tech",NA,NA
143,"yes","low-income",5,2,"Just enough",NA,"Female","No","At least one parent attended college","black","black",NA,NA,"No",37,43,"Very true or often true","Very true or often true","Somewhat or sometimes true",NA,NA,NA,NA,"Yes","No",2.25,"Completed high school","Neither parent attended college","Neither parent attended college"
144,"yes","low-income",NA,NA,NA,"Some","Male","No","Neither parent attended college","hispanic",NA,NA,"No",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2.25,NA,"Neither parent attended college","Neither parent attended college"
145,"no","high-income",9,8,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",28,28,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.66666666666667,"Completed college/grad","Neither parent attended college","At least one parent attended college"
146,"yes","high-income",7,7,"Some",NA,"Female","No","At least one parent attended college","white","white",NA,"No","No",31,29,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","Yes",3.5,"Some college, tech","At least one parent attended college","At least one parent attended college"
147,"yes","low-income",7,2,"Just enough","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",24,21,NA,NA,"Somewhat or sometimes true",NA,NA,NA,"no","Yes","No",NA,NA,"Neither parent attended college","Neither parent attended college"
148,"yes","low-income",1,1,"Just enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",22,19,NA,NA,"Not true","no",NA,NA,NA,"Yes","Yes",2,NA,"Neither parent attended college","Neither parent attended college"
149,"yes","low-income",3,3,"Some",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",27,28,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"No","No",4,"Some college, tech","Neither parent attended college","Neither parent attended college"
150,"yes","high-income",6,7,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,24,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3.25,NA,"Neither parent attended college","Neither parent attended college"
151,"yes","high-income",5,NA,"Some","Just enough","Male","No","Neither parent attended college","black","black","No","No","No",21,23,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,NA,"Yes",3.5,"Completed high school",NA,"At least one parent attended college"
152,"yes","low-income",NA,2,NA,"Just enough","Female","No","Neither parent attended college","black","black","No","No",NA,21,NA,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","Yes",2.5,"Completed high school","Neither parent attended college","Neither parent attended college"
153,"yes","high-income",NA,7,NA,"Just enough","Female","No","Neither parent attended college","black","black","No","No",NA,20,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.25,"Some college, tech","Neither parent attended college","At least one parent attended college"
154,"yes","high-income",8,9,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,26,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2.5,NA,"Neither parent attended college","At least one parent attended college"
155,"yes","high-income",NA,9,"Just enough","Some","Male","No","At least one parent attended college",NA,NA,NA,"No","No",32,32,NA,NA,"Not true",NA,NA,NA,NA,"No","No",4,"Some college, tech","At least one parent attended college","At least one parent attended college"
156,"yes","low-income",3,NA,"Some","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",21,27,NA,NA,"Not true","no",NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
157,"no","high-income",8,8,"Just enough","Some","Female","No","At least one parent attended college",NA,"hispanic",NA,"No","No",28,29,NA,NA,"Not true",NA,NA,NA,"no","Yes","Yes",2.75,"Some college, tech","At least one parent attended college","Neither parent attended college"
158,"yes","high-income",NA,NA,"Some","Some","Male","No","At least one parent attended college","hispanic","white",NA,"No","No",21,33,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3,"Some college, tech","Neither parent attended college","At least one parent attended college"
159,"yes","low-income",1,2,"Not enough","Just enough","Male","Yes","Neither parent attended college","black","black","Yes","No","No",18,21,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Completed high school",NA,"Neither parent attended college"
160,"yes","low-income",4,1,"Just enough","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",20,20,NA,NA,NA,NA,NA,NA,NA,"No","Yes",2.5,"Completed high school","Neither parent attended college","Neither parent attended college"
161,"yes","low-income",1,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,18,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",1.5,"Completed high school","Neither parent attended college","Neither parent attended college"
162,"yes","low-income",NA,NA,"Some","Just enough","Male","Yes","Neither parent attended college","black","black","Yes","No","No",23,19,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",1.75,"Completed high school",NA,"Neither parent attended college"
163,"yes","high-income",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,40,NA,NA,NA,"Not true",NA,NA,NA,NA,"No","No",4,"Some college, tech","Neither parent attended college","Neither parent attended college"
164,"yes","low-income",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",22,29,NA,NA,"Not true",NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
165,"yes","low-income",NA,3,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",43,46,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"No","No",3.25,NA,"Neither parent attended college","Neither parent attended college"
166,NA,"low-income",NA,NA,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,23,NA,NA,NA,"Not true",NA,"no",NA,NA,NA,"Yes",3.75,"Completed high school",NA,"Neither parent attended college"
167,"yes","low-income",NA,NA,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic","No","Yes","Yes",31,29,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","No",3.33333333333333,"Some college, tech","Neither parent attended college","Neither parent attended college"
168,"yes","high-income",6,6,"Some","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",21,19,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3.25,NA,"Neither parent attended college","Neither parent attended college"
169,NA,"low-income",5,6,"Just enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",25,30,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,"Neither parent attended college","Neither parent attended college"
170,NA,"low-income",5,4,"Just enough","Just enough","Male","No","At least one parent attended college","white","black",NA,"No","No",24,25,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Completed high school","Neither parent attended college","Neither parent attended college"
171,"no","high-income",7,6,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",36,37,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",1.33333333333333,"Less than high school","Neither parent attended college","At least one parent attended college"
172,"yes","low-income",3,4,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",31,29,NA,NA,NA,NA,NA,NA,NA,NA,"No",3.5,"Completed high school",NA,"Neither parent attended college"
173,"no","low-income",NA,4,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"No",23,23,"Very true or often true","Very true or often true","Not true",NA,NA,NA,"yes","Yes","Yes",2.5,"Completed high school","Neither parent attended college","At least one parent attended college"
174,"yes","high-income",9,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",34,40,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Some college, tech","Neither parent attended college","At least one parent attended college"
175,"yes","high-income",8,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",38,36,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",4,"Some college, tech","At least one parent attended college","Neither parent attended college"
176,"yes","high-income",9,3,"Some","Some","Male","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",23,28,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"At least one parent attended college","Neither parent attended college"
