"idnum","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1"
"0274",5,NA,"Some","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",18,23
"0275",NA,NA,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,19,NA
"0276",8,8,"Just enough","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",28,28
"0277",5,5,"Just enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",23,19
"0278",NA,1,NA,NA,"Female","No","Neither parent attended college",NA,"hispanic",NA,NA,NA,30,NA
"0279",NA,4,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",28,26
"0280",6,3,"Just enough","Some","Male","No","Neither parent attended college",NA,"white",NA,"No","No",35,36
"0281",NA,2,NA,"Not enough","Female","No","Neither parent attended college","hispanic","black",NA,"No",NA,27,NA
"0282",6,6,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",26,25
"0283",4,6,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",20,25
"0284",6,6,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","white",NA,"No","No",20,23
"0285",7,7,"Some","Some","Male","No","At least one parent attended college","white","black",NA,"No","No",29,25
"0286",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",35,33
"0287",NA,6,NA,"Some","Male","No","Neither parent attended college","white","black",NA,"No",NA,22,NA
"0288",8,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",28,28
"0289",8,7,"Just enough","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",21,23
"0290",NA,8,NA,"Some","Male","No","Neither parent attended college",NA,NA,NA,"No",NA,24,NA
"0291",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",31,41
"0292",NA,NA,NA,NA,"Male","No","Neither parent attended college","black","black",NA,"No",NA,15,NA
"0293",8,1,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",18,19
"0294",7,4,"Not enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",33,34
"0295",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",35,36
"0296",NA,4,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,19
"0297",6,3,"Some","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",22,32
"0298",9,3,"Some","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",22,26
"0299",7,NA,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,24
"0300",NA,NA,"Not enough","Just enough","Female","No","At least one parent attended college","hispanic","hispanic","Yes","Yes","Yes",21,29
"0301",6,6,"Some","Some","Female","No","At least one parent attended college","hispanic","white",NA,"No","No",24,25
"0302",NA,1,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,19,NA
"0303",NA,2,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,23
"0304",8,8,"Some","Just enough","Male","No","At least one parent attended college",NA,"hispanic",NA,"No","No",37,37
"0305",4,7,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",32,29
"0306",7,6,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",21,26
"0307",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,NA,"No",30,29
"0308",2,1,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,21
"0309",7,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",30,26
"0310",5,NA,"Just enough","Just enough","Male","No","Neither parent attended college","white","hispanic",NA,"No","No",18,21
"0311",NA,NA,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,22,NA
"0312",2,1,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,23
"0313",8,NA,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,22
"0314",NA,NA,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",18,26
"0315",7,9,"Some","Just enough","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",17,19
"0316",NA,2,NA,"Some","Female","No","Neither parent attended college","black","black","Yes","No",NA,25,NA
"0317",4,NA,"Just enough",NA,"Male","No","Neither parent attended college","black","black",NA,NA,"No",32,35
"0318",NA,7,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,23,NA
"0319",NA,5,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",23,24
"0320",6,NA,"Some","Just enough","Female","No","Neither parent attended college","white","white",NA,"No","No",18,26
"0321",9,7,"Some","Some","Female","No","At least one parent attended college","black","hispanic","Yes","No","No",36,39
"0322",NA,1,NA,"Just enough","Female","No","Neither parent attended college","black","black","No","No",NA,21,NA
"0323",4,NA,"Not enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,25
"0324",NA,2,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic","No","No",NA,23,NA
"0325",1,3,NA,"Some","Male","Yes","Neither parent attended college","black","black","Yes","No","No",24,25
"0326",7,8,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",25,33
"0327",NA,NA,NA,"Just enough","Female","No","At least one parent attended college","black","black","Yes","No",NA,18,NA
"0328",NA,NA,NA,NA,"Male","No","Neither parent attended college","black","black","No",NA,"No",29,19
"0329",6,6,"Just enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",18,33
"0330",2,2,"Just enough","Just enough","Male","Yes","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,22
"0331",5,6,"Just enough","Just enough","Female","No","At least one parent attended college","white","hispanic",NA,NA,"No",22,25
"0332",NA,1,"Some","Just enough","Male","No","Neither parent attended college","black","black","No","No","No",23,23
"0333",7,NA,"Some","Some","Female","No","Neither parent attended college","hispanic","black","No","No","No",20,25
"0334",9,9,"Some","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",20,20
"0335",NA,1,NA,"Just enough","Male","No","Neither parent attended college",NA,NA,NA,"No",NA,19,NA
"0336",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",33,32
"0337",9,9,"Some","Some","Male","No","At least one parent attended college",NA,NA,NA,"No","No",28,31
"0338",NA,NA,NA,"Just enough","Male","No","At least one parent attended college","black","black",NA,"No",NA,24,NA
"0339",6,7,"Not enough","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",37,38
"0340",7,6,"Some","Just enough","Female","No","At least one parent attended college","white","hispanic",NA,"No","No",24,23
"0341",2,1,"Some","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",19,20
"0342",9,9,"Just enough","Just enough","Male","No","Neither parent attended college",NA,NA,NA,"No","No",19,19
"0343",NA,3,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,24,NA
"0344",6,NA,"Some","Just enough","Male","No","At least one parent attended college","black","hispanic","Yes","No","No",22,27
"0345",NA,NA,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,17,NA
"0346",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",24,26
"0347",2,9,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",22,20
"0348",9,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",29,29
"0349",8,6,"Some",NA,"Female","No","At least one parent attended college","black","black","No","No","No",35,37
"0350",7,7,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",22,26
"0351",NA,NA,"Some","Some","Female","No","Neither parent attended college","black","black","No","No","No",19,24
"0352",NA,1,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,28,NA
"0353",7,NA,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,29
"0354",NA,2,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,26,NA
"0355",NA,2,"Some","Just enough","Male","Yes","Neither parent attended college","black",NA,NA,"No","No",20,21
"0356",8,6,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",23,35
"0357",1,1,"Just enough","Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",24,25
"0358",7,3,"Not enough","Not enough","Female","No","At least one parent attended college","hispanic","black",NA,"No","No",27,33
"0359",6,7,"Some","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",23,24
"0360",4,1,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,19
"0361",NA,1,NA,"Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,19,NA
"0362",6,6,"Some","Some","Male","No","At least one parent attended college","black",NA,NA,"No","No",39,32
"0363",2,3,"Not enough",NA,"Male","No","At least one parent attended college","hispanic","hispanic","Yes","No","No",20,21
"0364",NA,4,"Just enough","Some","Male","Yes","At least one parent attended college","black","black",NA,"No","No",26,18
"0365",8,4,"Some","Just enough","Female","No","At least one parent attended college","black","black","Yes","No","No",35,37
"0366",NA,1,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,15,NA
"0367",5,5,"Just enough","Just enough","Male","No","At least one parent attended college","white","black",NA,"No","No",20,25
"0368",5,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",40,44
"0369",6,5,"Just enough","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",18,21
"0370",2,7,"Not enough","Just enough","Female","No","At least one parent attended college","black","hispanic",NA,"No","No",21,30
"0371",8,9,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",23,23
"0372",NA,7,NA,NA,"Male","No","At least one parent attended college","black","black","Yes",NA,NA,26,NA
"0373",NA,1,"Not enough","Not enough","Male","No","Neither parent attended college","black",NA,"No",NA,"No",23,19
"0374",NA,6,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,22,NA
"0375",NA,8,NA,"Just enough","Male",NA,"Neither parent attended college","hispanic",NA,NA,"No",NA,22,NA
"0376",NA,7,"Some","Some","Female","No","Neither parent attended college","white","black",NA,"No","No",29,34
"0377",NA,NA,"Not enough","Some","Male","Yes","Neither parent attended college","black","black","Yes","No","No",20,20
"0378",9,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",31,31
"0379",7,5,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",24,28
"0380",8,9,"Some","Some","Female","No","At least one parent attended college","white","white","Yes","No","No",19,30
"0381",6,NA,"Some","Some","Male","Yes","Neither parent attended college","black","black",NA,"No","No",18,21
"0382",NA,NA,NA,"Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"Yes",NA,22,NA
"0383",8,6,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",36,33
"0384",3,3,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",22,27
"0385",NA,3,"Not enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic","No","No","Yes",21,21
"0386",9,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",38,35
"0387",2,1,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",33,33
"0388",9,NA,"Not enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",18,19
"0389",4,8,"Just enough","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",17,17
