"idnum","cm1edu","cf1edu","cm1povca","cf1povca","povstatus","edustatus","f4b7a","m4b7a","child_attend_kindergarten"
"0393",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0394",2,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"0395",2,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"0396",2,2,3,3,"low-income","Neither parent attended college",-6,1,"yes"
"0397",2,3,4,5,"high-income","At least one parent attended college",-6,-6,NA
"0398",3,3,5,4,"high-income","At least one parent attended college",-6,-6,NA
"0399",2,1,4,4,"high-income","Neither parent attended college",-6,-6,NA
"0400",4,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"0401",2,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"0402",3,1,3,-9,"low-income","At least one parent attended college",-6,2,"no"
"0403",3,2,4,4,"high-income","At least one parent attended college",-6,-6,NA
"0404",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0405",4,2,5,5,"high-income","At least one parent attended college",2,2,"no"
"0406",1,1,4,3,"high-income","Neither parent attended college",-6,-5,NA
"0407",3,3,3,3,"low-income","At least one parent attended college",-9,-6,NA
"0408",3,2,4,4,"high-income","At least one parent attended college",-9,-9,NA
"0409",3,2,4,3,"high-income","At least one parent attended college",-6,-6,NA
"0410",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0411",3,1,3,3,"low-income","At least one parent attended college",2,2,"no"
"0412",4,3,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"0413",2,2,5,5,"high-income","Neither parent attended college",-6,-5,NA
"0414",2,2,5,5,"high-income","Neither parent attended college",-6,1,"yes"
"0415",1,2,1,1,"low-income","Neither parent attended college",-6,2,"no"
"0416",1,3,1,5,"high-income","At least one parent attended college",1,1,"yes"
"0417",2,1,5,5,"high-income","Neither parent attended college",-6,-9,NA
"0418",1,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"0419",2,2,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0420",1,1,1,-9,"low-income","Neither parent attended college",1,-6,"yes"
"0421",1,1,2,-9,"low-income","Neither parent attended college",-6,1,"yes"
"0422",2,2,5,5,"high-income","Neither parent attended college",2,1,"no"
"0423",1,1,2,3,"low-income","Neither parent attended college",-6,-6,NA
"0424",1,2,2,2,"low-income","Neither parent attended college",-6,1,"yes"
"0425",3,1,1,5,"high-income","At least one parent attended college",2,-6,"no"
"0426",1,4,3,5,"high-income","At least one parent attended college",-6,-6,NA
"0427",3,2,1,1,"low-income","At least one parent attended college",-9,2,"no"
"0428",2,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"0429",1,2,1,1,"low-income","Neither parent attended college",-6,2,"no"
"0430",2,1,3,4,"high-income","Neither parent attended college",1,-6,"yes"
"0431",2,2,2,2,"low-income","Neither parent attended college",-9,-6,NA
"0432",2,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"0433",3,4,3,3,"low-income","At least one parent attended college",-9,2,"no"
"0434",1,1,2,2,"low-income","Neither parent attended college",-9,2,"no"
"0435",3,1,5,4,"high-income","At least one parent attended college",-9,1,"yes"
"0436",1,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"0437",1,1,3,4,"high-income","Neither parent attended college",-9,-9,NA
"0438",3,1,4,4,"high-income","At least one parent attended college",-6,2,"no"
"0439",2,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"0440",1,2,2,2,"low-income","Neither parent attended college",-6,1,"yes"
"0441",1,1,4,4,"high-income","Neither parent attended college",-9,2,"no"
"0442",3,2,5,-9,"high-income","At least one parent attended college",-9,-6,NA
"0443",3,4,4,3,"high-income","At least one parent attended college",-6,-6,NA
"0444",2,-3,2,-9,"low-income","Neither parent attended college",-6,-5,NA
"0445",3,3,4,4,"high-income","At least one parent attended college",1,2,"no"
"0446",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0447",4,4,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"0448",3,1,1,1,"low-income","At least one parent attended college",1,-9,"yes"
"0449",3,1,1,-9,"low-income","At least one parent attended college",-9,1,"yes"
"0450",1,1,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"0451",1,1,3,2,"low-income","Neither parent attended college",1,-6,"yes"
"0452",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0453",2,2,2,4,"high-income","Neither parent attended college",-6,-6,NA
"0454",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0455",2,2,3,3,"low-income","Neither parent attended college",1,-6,"yes"
"0456",1,3,2,4,"high-income","At least one parent attended college",-6,-6,NA
"0457",2,3,3,5,"high-income","At least one parent attended college",-9,-6,NA
"0458",3,2,4,5,"high-income","At least one parent attended college",1,-9,"yes"
"0459",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0460",1,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"0461",3,3,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"0462",1,2,5,-9,"high-income","Neither parent attended college",-9,-9,NA
"0463",3,2,2,2,"low-income","At least one parent attended college",-9,-6,NA
"0464",1,2,2,2,"low-income","Neither parent attended college",-9,-6,NA
"0465",2,1,2,2,"low-income","Neither parent attended college",2,2,"no"
"0466",2,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0467",2,2,1,1,"low-income","Neither parent attended college",-9,1,"yes"
"0468",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"0469",1,2,1,1,"low-income","Neither parent attended college",-9,1,"yes"
"0470",3,1,1,-9,"low-income","At least one parent attended college",-9,-6,NA
"0471",1,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"0472",3,3,1,1,"low-income","At least one parent attended college",1,2,"no"
"0473",4,4,5,5,"high-income","At least one parent attended college",2,1,"no"
"0474",3,3,2,5,"high-income","At least one parent attended college",2,2,"no"
"0475",2,2,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"0476",2,2,5,5,"high-income","Neither parent attended college",-9,1,"yes"
"0477",1,2,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"0478",1,1,2,4,"high-income","Neither parent attended college",-6,2,"no"
"0479",2,1,1,1,"low-income","Neither parent attended college",2,-6,"no"
"0480",2,3,4,4,"high-income","At least one parent attended college",2,1,"no"
"0481",3,1,2,-9,"low-income","At least one parent attended college",-6,-6,NA
"0482",4,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"0483",1,3,5,-9,"high-income","At least one parent attended college",-9,2,"no"
"0484",1,-3,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0485",1,3,1,1,"low-income","At least one parent attended college",-9,-9,NA
"0486",3,2,5,5,"high-income","At least one parent attended college",-6,2,"no"
"0487",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0488",1,2,2,3,"low-income","Neither parent attended college",-9,-6,NA
"0489",1,1,2,2,"low-income","Neither parent attended college",-9,-9,NA
"0490",3,1,2,-9,"low-income","At least one parent attended college",1,1,"yes"
"0491",1,2,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0492",2,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0493",3,2,2,-9,"low-income","At least one parent attended college",1,1,"yes"
"0494",2,2,5,-9,"high-income","Neither parent attended college",-6,-6,NA
"0495",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0496",2,3,5,5,"high-income","At least one parent attended college",-9,-5,NA
"0497",1,1,2,1,"low-income","Neither parent attended college",-6,1,"yes"
"0498",3,2,2,5,"high-income","At least one parent attended college",-9,-6,NA
"0499",2,1,4,4,"high-income","Neither parent attended college",-9,-6,NA
"0500",3,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"0501",2,2,3,3,"low-income","Neither parent attended college",-9,-6,NA
"0502",3,3,3,-9,"low-income","At least one parent attended college",-6,1,"yes"
"0503",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"0504",1,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"0505",1,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"0506",3,3,4,5,"high-income","At least one parent attended college",-6,-6,NA
"0507",1,1,3,4,"high-income","Neither parent attended college",-9,-9,NA
"0508",1,1,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"0509",1,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"0510",2,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"0511",3,3,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"0512",3,2,5,5,"high-income","At least one parent attended college",-6,2,"no"
"0513",3,-3,2,-9,"low-income","At least one parent attended college",-9,-6,NA
"0514",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"0515",3,1,4,4,"high-income","At least one parent attended college",-6,1,"yes"
"0516",2,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"0517",2,3,4,4,"high-income","At least one parent attended college",1,1,"yes"
"0518",1,1,1,1,"low-income","Neither parent attended college",-6,-9,NA
"0519",2,3,5,5,"high-income","At least one parent attended college",2,-6,"no"
"0520",1,2,1,3,"low-income","Neither parent attended college",2,2,"no"
"0521",1,1,1,1,"low-income","Neither parent attended college",1,2,"no"
"0522",3,3,3,4,"high-income","At least one parent attended college",-9,-9,NA
"0523",1,1,3,-9,"low-income","Neither parent attended college",1,2,"no"
"0524",2,2,3,3,"low-income","Neither parent attended college",1,2,"no"
"0525",1,-3,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"0526",2,1,5,5,"high-income","Neither parent attended college",-9,-6,NA
"0527",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"0528",1,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"0529",3,1,1,1,"low-income","At least one parent attended college",1,1,"yes"
"0530",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0531",3,2,4,5,"high-income","At least one parent attended college",1,2,"no"
"0532",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"0533",1,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"0534",1,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"0535",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0536",2,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"0537",3,1,1,-9,"low-income","At least one parent attended college",-9,-9,NA
"0538",1,2,5,5,"high-income","Neither parent attended college",-6,-9,NA
"0539",1,2,5,5,"high-income","Neither parent attended college",-9,-6,NA
"0540",4,3,4,-9,"high-income","At least one parent attended college",-9,-6,NA
"0541",2,2,3,5,"high-income","Neither parent attended college",-9,-6,NA
"0542",3,2,5,5,"high-income","At least one parent attended college",-9,1,"yes"
"0543",1,1,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0544",3,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"0545",2,2,1,-9,"low-income","Neither parent attended college",1,-6,"yes"
"0546",2,1,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0547",1,2,3,3,"low-income","Neither parent attended college",2,2,"no"
"0548",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"0549",1,1,3,5,"high-income","Neither parent attended college",-6,-6,NA
"0550",1,4,1,2,"low-income","At least one parent attended college",1,2,"no"
"0551",2,1,4,2,"high-income","Neither parent attended college",-6,-6,NA
"0552",1,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"0553",3,3,4,4,"high-income","At least one parent attended college",-9,-9,NA
"0554",2,-3,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"0555",4,4,5,5,"high-income","At least one parent attended college",-9,-6,NA
"0556",2,3,4,1,"high-income","At least one parent attended college",-6,-5,NA
"0557",2,1,2,2,"low-income","Neither parent attended college",2,2,"no"
"0558",1,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"0559",1,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"0560",2,3,2,1,"low-income","At least one parent attended college",-6,-6,NA
"0561",1,1,3,3,"low-income","Neither parent attended college",-6,-5,NA
"0562",1,-3,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"0563",2,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"0564",2,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"0565",2,1,2,1,"low-income","Neither parent attended college",-9,2,"no"
"0566",1,1,4,4,"high-income","Neither parent attended college",-6,-9,NA
"0567",2,2,1,1,"low-income","Neither parent attended college",-9,-9,NA
"0568",3,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"0569",2,2,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"0570",2,-3,2,-9,"low-income","Neither parent attended college",1,2,"no"
"0571",1,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"0572",4,4,5,5,"high-income","At least one parent attended college",-6,-5,NA
"0573",3,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"0574",1,4,1,1,"low-income","At least one parent attended college",-9,1,"yes"
"0575",1,2,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"0576",2,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"0577",1,1,1,1,"low-income","Neither parent attended college",2,-6,"no"
"0578",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"0579",1,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"0580",1,-3,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"0581",4,4,5,5,"high-income","At least one parent attended college",1,1,"yes"
"0582",1,1,2,3,"low-income","Neither parent attended college",-6,-6,NA
"0583",2,1,5,5,"high-income","Neither parent attended college",-9,-9,NA
"0584",4,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"0585",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"0586",1,1,2,3,"low-income","Neither parent attended college",-6,2,"no"
"0587",1,2,2,2,"low-income","Neither parent attended college",-9,1,"yes"
"0588",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"0589",3,1,5,4,"high-income","At least one parent attended college",2,2,"no"
"0590",1,3,2,-9,"low-income","At least one parent attended college",-9,-6,NA
"0591",1,3,1,1,"low-income","At least one parent attended college",-6,-6,NA
"0592",2,2,3,3,"low-income","Neither parent attended college",-9,1,"yes"
"0593",2,2,3,3,"low-income","Neither parent attended college",1,1,"yes"
"0594",1,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"0595",3,-3,3,-9,"low-income","At least one parent attended college",-9,-6,NA
"0596",4,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"0597",3,2,1,3,"low-income","At least one parent attended college",-6,-6,NA
"0598",1,3,1,3,"low-income","At least one parent attended college",-6,-6,NA
"0599",3,3,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"0600",2,2,2,5,"high-income","Neither parent attended college",-6,1,"yes"
"0601",1,2,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"0602",2,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
