"idnum","child_attend_kindergarten","povstatus"
"4662","yes","high-income"
"4663","yes","low-income"
"4664","yes","low-income"
"4665","yes","high-income"
"4666",NA,"low-income"
"4667","no","high-income"
"4668",NA,"high-income"
"4669","yes","high-income"
"4670","yes","high-income"
"4671","yes","high-income"
"4672",NA,"low-income"
"4673","yes","high-income"
"4674","yes","low-income"
"4675","yes","high-income"
"4676","yes","high-income"
"4677","yes","low-income"
"4678","yes","high-income"
"4679","yes","low-income"
"4680","yes","high-income"
"4681","yes","low-income"
"4682","no","low-income"
"4683","yes","low-income"
"4684","yes","high-income"
"4685",NA,"low-income"
"4686",NA,"low-income"
"4687",NA,"low-income"
"4688","yes","high-income"
"4689","yes","high-income"
"4690","yes","high-income"
"4691","yes","low-income"
"4692",NA,"low-income"
"4693","yes","high-income"
"4694",NA,"high-income"
"4695","yes","low-income"
"4696","yes","high-income"
"4697",NA,"low-income"
"4698","yes","high-income"
"4699","yes","high-income"
"4700","yes","high-income"
"4701",NA,"low-income"
"4702","yes","low-income"
"4703","yes","low-income"
"4704",NA,"low-income"
"4705","yes","high-income"
"4706","yes","low-income"
"4707","yes","high-income"
"4708","yes","low-income"
"4709","no","high-income"
"4710","yes","high-income"
"4711","yes","high-income"
"4712","no","high-income"
"4713","yes","high-income"
"4714","yes","low-income"
"4715","yes","low-income"
"4716","yes","low-income"
"4717",NA,"high-income"
"4718","yes","low-income"
"4719","yes","low-income"
"4720","no","low-income"
"4721","no","low-income"
"4722","yes","low-income"
"4723","yes","low-income"
"4724","yes","low-income"
"4725","no","high-income"
"4726","yes","low-income"
"4727","no","low-income"
"4728","yes","high-income"
"4729",NA,"high-income"
"4730","yes","high-income"
"4731","yes","low-income"
"4732","yes","low-income"
"4733","yes","high-income"
"4734","no","low-income"
"4735",NA,"low-income"
"4736","yes","high-income"
"4737","yes","low-income"
"4738",NA,"low-income"
"4739","no","high-income"
"4740","yes","high-income"
"4741","no","high-income"
"4742","no","low-income"
"4743","yes","high-income"
"4744","yes","high-income"
"4745","yes","high-income"
"4746","yes","low-income"
"4747","no","low-income"
"4748","yes","high-income"
"4749","yes","high-income"
"4750",NA,"high-income"
"4751",NA,"low-income"
"4752","yes","low-income"
"4753",NA,"high-income"
"4754","yes","low-income"
"4755","yes","high-income"
"4756","no","low-income"
"4757","no","low-income"
"4758","yes","low-income"
"4759","yes","low-income"
"4760","yes","high-income"
"4761",NA,"low-income"
"4762","yes","low-income"
"4763","yes","low-income"
"4764",NA,"high-income"
"4765","yes","low-income"
"4766","yes","high-income"
"4767",NA,"low-income"
"4768","yes","low-income"
"4769","yes","low-income"
"4770","yes","low-income"
"4771","yes","low-income"
"4772","no","high-income"
"4773","yes","high-income"
"4774","yes","high-income"
"4775","yes","low-income"
"4776",NA,"high-income"
"4777","yes","low-income"
"4778","yes","high-income"
"4779",NA,"high-income"
"4780","no","low-income"
"4781","no","low-income"
"4782","yes","low-income"
"4783",NA,"high-income"
"4784","yes","high-income"
"4785","yes","high-income"
"4786",NA,"low-income"
"4787",NA,"high-income"
"4788",NA,"low-income"
"4789",NA,"high-income"
"4790","no","high-income"
"4791","yes","high-income"
"4792","yes","low-income"
"4793","yes","low-income"
"4794","yes","low-income"
"4795","yes","low-income"
"4796",NA,"high-income"
"4797","yes","high-income"
"4798","yes","high-income"
"4799","yes","high-income"
"4800",NA,"low-income"
"4801","yes","high-income"
"4802",NA,"high-income"
"4803","yes","low-income"
"4804","yes","low-income"
"4805",NA,"high-income"
"4806","yes","high-income"
"4807","yes","high-income"
"4808","yes","high-income"
"4809","yes","high-income"
"4810","no","low-income"
"4811","yes","high-income"
"4812","yes","low-income"
"4813",NA,"low-income"
"4814","no","low-income"
"4815","yes","low-income"
"4816",NA,"high-income"
"4817",NA,"low-income"
"4818","yes","low-income"
"4819","yes","low-income"
"4820","yes","high-income"
"4821","yes","low-income"
"4822","yes","high-income"
"4823","yes","high-income"
"4824","no","high-income"
"4825","yes","high-income"
"4826","yes","low-income"
"4827","yes","low-income"
"4828","yes","high-income"
"4829","yes","high-income"
"4830","yes","high-income"
"4831","yes","high-income"
"4832","yes","low-income"
"4833","yes","low-income"
"4834","yes","high-income"
"4835",NA,"low-income"
"4836","yes","low-income"
"4837","no","high-income"
"4838","yes","high-income"
"4839","yes","low-income"
"4840","yes","low-income"
"4841","yes","high-income"
"4842","yes","high-income"
"4843",NA,"high-income"
"4844","no","low-income"
"4845","yes","low-income"
"4846","yes","low-income"
"4847","yes","high-income"
"4848","no","high-income"
"4849","yes","low-income"
"4850","yes","low-income"
"4851","yes","low-income"
"4852","yes","high-income"
"4853",NA,"high-income"
"4854","yes","high-income"
"4855","yes","low-income"
"4856","yes","high-income"
"4857","yes","low-income"
"4858",NA,"low-income"
"4859","no","low-income"
"4860",NA,"low-income"
"4861","yes","low-income"
"4862",NA,"low-income"
"4863",NA,"low-income"
"4864","no","low-income"
"4865","yes","low-income"
"4866","yes","low-income"
"4867","yes","high-income"
"4868","no","high-income"
"4869","yes","low-income"
"4870",NA,"low-income"
"4871","no","high-income"
"4872","yes","high-income"
"4873","yes","high-income"
"4874","yes","high-income"
"4875","no","low-income"
"4876","no","low-income"
"4877","yes","low-income"
"4878","no","low-income"
"4879",NA,"low-income"
"4880","yes","low-income"
"4881","yes","low-income"
"4882","yes","low-income"
"4883","yes","high-income"
"4884","no","low-income"
"4885","yes","low-income"
"4886","yes","high-income"
"4887","yes","high-income"
"4888","no","high-income"
"4889","yes","high-income"
"4890","no","low-income"
"4891","yes","low-income"
"4892","yes","high-income"
"4893","no","high-income"
"4894","no","low-income"
"4895","yes","low-income"
"4896","yes","low-income"
"4897","no","low-income"
"4898","yes","high-income"
